time,base_time,time_offset,year,month,day,hour,minute,second,pbl_height_heffter,qc_pbl_height_heffter,pbl_regime_type_liu_liang,qc_pbl_regime_type_liu_liang,pbl_height_liu_liang,qc_pbl_height_liu_liang,pbl_height_bulk_richardson_pt25,qc_pbl_height_bulk_richardson_pt25,pbl_height_bulk_richardson_pt5,qc_pbl_height_bulk_richardson_pt5,lat,lon,alt
"('6305700.0',)",1451606400,6305700.0,2016,3,13,23,35,4.9173828708948264e-05,3395.39990234375,0,0.0,0,474.3999938964844,0,539.69140625,0,671.5435180664062,0,36.60499954223633,-97.48500061035156,318.0
"('6327060.0',)",1451606400,6327060.0,2016,3,14,5,31,6.347894589975311e-05,349.1000061035156,0,1.0,0,413.6500244140625,0,341.0615539550781,0,397.52325439453125,0,36.60499954223633,-97.48500061035156,318.0
"('6348780.0',)",1451606400,6348780.0,2016,3,14,11,33,5.63263910513534e-05,340.5,0,1.0,0,431.1000061035156,0,343.44366455078125,0,369.9041442871094,0,36.60499954223633,-97.48500061035156,318.0
"('6370200.0',)",1451606400,6370200.0,2016,3,14,17,30,2.6822087051403543e-05,842.9000244140625,0,0.0,0,789.0,0,839.3945922851562,0,1018.84912109375,0,36.60499954223633,-97.48500061035156,318.0
"('6391680.0',)",1451606400,6391680.0,2016,3,14,23,28,3.397464429788499e-05,3302.10009765625,0,1.0,0,452.5,0,1136.4864501953125,0,1472.2569580078125,0,36.60499954223633,-97.48500061035156,318.0
"('6413460.0',)",1451606400,6413460.0,2016,3,15,5,31,6.347894589975311e-05,370.3999938964844,0,1.0,0,397.70001220703125,0,492.9984436035156,0,576.6455078125,0,36.60499954223633,-97.48500061035156,318.0
"('6435000.0',)",1451606400,6435000.0,2016,3,15,11,30,2.682209184756701e-05,371.3999938964844,0,1.0,0,619.25,0,566.0098876953125,0,640.0586547851562,0,36.60499954223633,-97.48500061035156,318.0
"('6478020.0',)",1451606400,6478020.0,2016,3,15,23,27,3.7550923071005826e-05,4258.10009765625,0,0.0,0,4067.699951171875,0,3809.00537109375,0,4227.31591796875,0,36.60499954223633,-97.48500061035156,318.0
"('6499860.0',)",1451606400,6499860.0,2016,3,16,5,31,6.347894589975311e-05,335.29998779296875,0,1.0,0,734.5999755859375,0,365.2430725097656,0,495.39154052734375,0,36.60499954223633,-97.48500061035156,318.0
"('6521460.0',)",1451606400,6521460.0,2016,3,16,11,31,6.347894829783485e-05,393.70001220703125,0,1.0,0,990.0999755859375,0,346.4732971191406,0,355.39105224609375,0,36.60499954223633,-97.48500061035156,318.0
"('6542760.0',)",1451606400,6542760.0,2016,3,16,17,26,4.112720184412666e-05,3438.300048828125,0,0.0,0,1037.699951171875,0,1054.8558349609375,0,1121.809814453125,0,36.60499954223633,-97.48500061035156,318.0
"('6564600.0',)",1451606400,6564600.0,2016,3,16,23,30,2.6822087051403543e-05,3493.39990234375,0,0.0,0,1688.199951171875,0,986.4873657226562,0,1802.887939453125,0,36.60499954223633,-97.48500061035156,318.0
"('6586260.0',)",1451606400,6586260.0,2016,3,17,5,31,6.347894589975311e-05,356.70001220703125,0,1.0,0,392.29998779296875,0,331.0924987792969,0,347.1849670410156,0,36.60499954223633,-97.48500061035156,318.0
"('6607740.0',)",1451606400,6607740.0,2016,3,17,11,29,3.0398370320927626e-05,355.29998779296875,0,1.0,0,376.3499755859375,0,341.6509094238281,0,368.3017883300781,0,36.60499954223633,-97.48500061035156,318.0
"('6629280.0',)",1451606400,6629280.0,2016,3,17,17,28,3.397464429788499e-05,2334.800048828125,0,0.0,0,2287.300048828125,0,762.160888671875,0,1209.32177734375,0,36.60499954223633,-97.48500061035156,318.0
"('6651060.0',)",1451606400,6651060.0,2016,3,17,23,31,6.347894350167138e-05,2640.699951171875,0,0.0,0,2218.800048828125,0,886.7777099609375,0,1712.4146728515625,0,36.60499954223633,-97.48500061035156,318.0
"('6672480.0',)",1451606400,6672480.0,2016,3,18,5,28,3.3974646695966726e-05,367.1000061035156,0,1.0,0,472.95001220703125,0,351.2081604003906,0,394.9782409667969,0,36.60499954223633,-97.48500061035156,318.0
"('6693960.0',)",1451606400,6693960.0,2016,3,18,11,26,4.1127206640290126e-05,855.2999877929688,0,0.0,0,551.7000122070312,0,946.3216552734375,0,1054.687255859375,0,36.60499954223633,-97.48500061035156,318.0
"('6716340.0',)",1451606400,6716340.0,2016,3,18,17,39,3.486871391622515e-05,,2,,2,,2,,2,,2,36.60499954223633,-97.48500061035156,318.0
"('6737340.0',)",1451606400,6737340.0,2016,3,18,23,29,3.039836552476416e-05,1253.300048828125,0,0.0,0,1164.300048828125,0,1215.631103515625,0,1242.0294189453125,0,36.60499954223633,-97.48500061035156,318.0
"('6759060.0',)",1451606400,6759060.0,2016,3,19,5,31,6.347894589975311e-05,369.0,0,1.0,0,858.2999877929688,0,388.6856689453125,0,480.1910400390625,0,36.60499954223633,-97.48500061035156,318.0
"('6780420.0',)",1451606400,6780420.0,2016,3,19,11,27,3.755092786716929e-05,378.79998779296875,0,1.0,0,398.45001220703125,0,361.5779724121094,0,443.2949523925781,0,36.60499954223633,-97.48500061035156,318.0
"('6802080.0',)",1451606400,6802080.0,2016,3,19,17,28,3.397464429788499e-05,3368.199951171875,0,0.0,0,2771.5,0,3077.462646484375,0,3206.422119140625,0,36.60499954223633,-97.48500061035156,318.0
"('6823740.0',)",1451606400,6823740.0,2016,3,19,23,29,3.039836552476416e-05,2863.89990234375,0,0.0,0,2811.699951171875,0,2816.121337890625,0,2842.032958984375,0,36.60499954223633,-97.48500061035156,318.0
"('6845460.0',)",1451606400,6845460.0,2016,3,20,5,31,6.347894589975311e-05,364.3999938964844,0,1.0,0,673.25,0,338.92626953125,0,362.8525695800781,0,36.60499954223633,-97.48500061035156,318.0
"('6867060.0',)",1451606400,6867060.0,2016,3,20,11,31,6.347894829783485e-05,365.3999938964844,0,1.0,0,427.4000244140625,0,488.2229919433594,0,604.9300537109375,0,36.60499954223633,-97.48500061035156,318.0
"('6888360.0',)",1451606400,6888360.0,2016,3,20,17,26,4.112720184412666e-05,2083.60009765625,0,0.0,0,2083.60009765625,0,799.6209716796875,0,1284.241943359375,0,36.60499954223633,-97.48500061035156,318.0
"('6910080.0',)",1451606400,6910080.0,2016,3,20,23,28,3.397464429788499e-05,1788.5999755859375,0,0.0,0,1736.4000244140625,0,381.6274719238281,0,448.25494384765625,0,36.60499954223633,-97.48500061035156,318.0
"('6931800.0',)",1451606400,6931800.0,2016,3,21,5,30,2.6822089449485276e-05,348.8999938964844,0,1.0,0,426.79998779296875,0,344.52081298828125,0,431.24017333984375,0,36.60499954223633,-97.48500061035156,318.0
"('6953460.0',)",1451606400,6953460.0,2016,3,21,11,31,6.347894829783485e-05,370.70001220703125,0,1.0,0,390.54998779296875,0,562.8204345703125,0,719.369384765625,0,36.60499954223633,-97.48500061035156,318.0
"('6996420.0',)",1451606400,6996420.0,2016,3,21,23,27,3.7550923071005826e-05,1882.800048828125,0,0.0,0,1583.199951171875,0,1793.404052734375,0,1931.031005859375,0,36.60499954223633,-97.48500061035156,318.0
"('7018260.0',)",1451606400,7018260.0,2016,3,22,5,31,6.347894589975311e-05,793.9000244140625,0,0.0,0,521.7999877929688,0,1097.9974365234375,0,1313.9178466796875,0,36.60499954223633,-97.48500061035156,318.0
"('7039740.0',)",1451606400,7039740.0,2016,3,22,11,29,3.0398370320927626e-05,786.2000122070312,0,0.0,0,529.0999755859375,0,942.8308715820312,0,1030.703857421875,0,36.60499954223633,-97.48500061035156,318.0
"('7047240.0',)",1451606400,7047240.0,2016,3,22,13,34,6.616115895141661e-05,840.0,0,0.0,0,661.7000122070312,0,911.4998168945312,0,1002.31298828125,0,36.60499954223633,-97.48500061035156,318.0
"('7169280.0',)",1451606400,7169280.0,2016,3,23,23,28,3.397464429788499e-05,,2,0.0,0,,2,3821.17529296875,0,,2,36.60499954223633,-97.48500061035156,318.0
"('7191000.0',)",1451606400,7191000.0,2016,3,24,5,30,2.6822089449485276e-05,2013.0999755859375,0,0.0,0,1234.9000244140625,0,1325.065673828125,0,1553.7957763671875,0,36.60499954223633,-97.48500061035156,318.0
"('7212720.0',)",1451606400,7212720.0,2016,3,24,11,32,5.9902669524714014e-05,1640.300048828125,0,0.0,0,1270.5999755859375,0,1654.3111572265625,0,1812.4755859375,0,36.60499954223633,-97.48500061035156,318.0
"('7234080.0',)",1451606400,7234080.0,2016,3,24,17,28,3.397464429788499e-05,1492.9000244140625,0,2.0,0,1492.9000244140625,0,1497.6522216796875,0,1613.58251953125,0,36.60499954223633,-97.48500061035156,318.0
"('7255680.0',)",1451606400,7255680.0,2016,3,24,23,28,3.397464429788499e-05,1847.5,0,0.0,0,1693.800048828125,0,1699.3582763671875,0,1739.4544677734375,0,36.60499954223633,-97.48500061035156,318.0
"('7277880.0',)",1451606400,7277880.0,2016,3,25,5,38,3.8444995087427714e-05,340.0,0,1.0,0,385.1000061035156,0,322.3015441894531,0,329.60308837890625,0,36.60499954223633,-97.48500061035156,318.0
"('7299300.0',)",1451606400,7299300.0,2016,3,25,11,35,4.917383350511173e-05,338.20001220703125,0,1.0,0,480.75,0,342.9108581542969,0,408.94354248046875,0,36.60499954223633,-97.48500061035156,318.0
"('7320720.0',)",1451606400,7320720.0,2016,3,25,17,32,5.990266472855055e-05,1354.0,0,0.0,0,1354.0,0,715.3992919921875,0,1115.798583984375,0,36.60499954223633,-97.48500061035156,318.0
"('7342200.0',)",1451606400,7342200.0,2016,3,25,23,30,2.6822087051403543e-05,2286.10009765625,0,0.0,0,2024.0999755859375,0,2000.060791015625,0,2189.63427734375,0,36.60499954223633,-97.48500061035156,318.0
"('7363620.0',)",1451606400,7363620.0,2016,3,26,5,27,3.755092546908756e-05,380.0,0,1.0,0,405.70001220703125,0,496.9383850097656,0,1011.8555908203125,0,36.60499954223633,-97.48500061035156,318.0
"('7385100.0',)",1451606400,7385100.0,2016,3,26,11,25,4.470348511365074e-05,1047.9000244140625,0,1.0,0,530.0,0,1132.7509765625,0,1385.962158203125,0,36.60499954223633,-97.48500061035156,318.0
"('7407240.0',)",1451606400,7407240.0,2016,3,26,17,34,5.27501074820691e-05,2008.4000244140625,0,0.0,0,1749.699951171875,0,645.3953857421875,0,975.790771484375,0,36.60499954223633,-97.48500061035156,318.0
"('7428600.0',)",1451606400,7428600.0,2016,3,26,23,30,2.6822087051403543e-05,1614.0,0,0.0,0,1366.5,0,1311.3575439453125,0,1331.27685546875,0,36.60499954223633,-97.48500061035156,318.0
"('7450260.0',)",1451606400,7450260.0,2016,3,27,5,31,6.347894589975311e-05,1010.2000122070312,0,0.0,0,922.4000244140625,0,974.1564331054688,0,1004.098876953125,0,36.60499954223633,-97.48500061035156,318.0
"('7471800.0',)",1451606400,7471800.0,2016,3,27,11,30,2.682209184756701e-05,806.7000122070312,0,0.0,0,635.0,0,791.8681640625,0,901.9834594726562,0,36.60499954223633,-97.48500061035156,318.0
"('7493220.0',)",1451606400,7493220.0,2016,3,27,17,27,3.7550923071005826e-05,1650.5999755859375,0,0.0,0,1227.300048828125,0,1233.265869140625,0,1270.9588623046875,0,36.60499954223633,-97.48500061035156,318.0
"('7514700.0',)",1451606400,7514700.0,2016,3,27,23,25,4.4703480317487276e-05,1270.4000244140625,0,0.0,0,1221.0,0,856.4965209960938,0,1226.0933837890625,0,36.60499954223633,-97.48500061035156,318.0
"('7536540.0',)",1451606400,7536540.0,2016,3,28,5,29,3.0398367922845893e-05,347.5,0,1.0,0,446.45001220703125,0,327.12152099609375,0,339.2430419921875,0,36.60499954223633,-97.48500061035156,318.0
"('7558080.0',)",1451606400,7558080.0,2016,3,28,11,28,3.397464909404846e-05,339.1000061035156,0,1.0,0,415.6000061035156,0,353.77227783203125,0,393.6516418457031,0,36.60499954223633,-97.48500061035156,318.0
"('7579740.0',)",1451606400,7579740.0,2016,3,28,17,29,3.039836552476416e-05,1137.800048828125,0,0.0,0,1093.300048828125,0,1182.512939453125,0,1427.912841796875,0,36.60499954223633,-97.48500061035156,318.0
"('7601220.0',)",1451606400,7601220.0,2016,3,28,23,27,3.7550923071005826e-05,1786.5,0,0.0,0,1637.4000244140625,0,1583.1094970703125,0,1719.9248046875,0,36.60499954223633,-97.48500061035156,318.0
"('7622940.0',)",1451606400,7622940.0,2016,3,29,5,29,3.0398367922845893e-05,342.79998779296875,0,1.0,0,694.2000122070312,0,522.6859130859375,0,835.4461669921875,0,36.60499954223633,-97.48500061035156,318.0
"('7644660.0',)",1451606400,7644660.0,2016,3,29,11,31,6.347894829783485e-05,463.3999938964844,0,1.0,0,354.5,0,772.1917114257812,0,967.411865234375,0,36.60499954223633,-97.48500061035156,318.0
"('7666500.0',)",1451606400,7666500.0,2016,3,29,17,35,4.9173828708948264e-05,1135.0999755859375,0,0.0,0,1088.199951171875,0,1218.157470703125,0,1367.7930908203125,0,36.60499954223633,-97.48500061035156,318.0
"('7687740.0',)",1451606400,7687740.0,2016,3,29,23,29,3.039836552476416e-05,2531.89990234375,0,0.0,0,1641.800048828125,0,1800.7086181640625,0,2135.018310546875,0,36.60499954223633,-97.48500061035156,318.0
"('7709280.0',)",1451606400,7709280.0,2016,3,30,5,28,3.3974646695966726e-05,1478.4000244140625,0,0.0,0,852.0,0,1383.249755859375,0,1726.916259765625,0,36.60499954223633,-97.48500061035156,318.0
"('7731060.0',)",1451606400,7731060.0,2016,3,30,11,31,6.347894829783485e-05,1171.199951171875,0,0.0,0,516.5999755859375,0,1320.88671875,0,1880.42578125,0,36.60499954223633,-97.48500061035156,318.0
"('7752480.0',)",1451606400,7752480.0,2016,3,30,17,28,3.397464429788499e-05,2126.800048828125,0,0.0,0,1259.199951171875,0,1476.5379638671875,0,1693.0380859375,0,36.60499954223633,-97.48500061035156,318.0
"('7774140.0',)",1451606400,7774140.0,2016,3,30,23,29,3.039836552476416e-05,4077.5,0,0.0,0,2864.199951171875,0,1521.47705078125,0,2293.614501953125,0,36.60499954223633,-97.48500061035156,318.0
"('7795800.0',)",1451606400,7795800.0,2016,3,31,5,30,2.6822089449485276e-05,382.70001220703125,0,1.0,0,405.5,0,724.1616821289062,0,1134.6978759765625,0,36.60499954223633,-97.48500061035156,318.0
"('7817460.0',)",1451606400,7817460.0,2016,3,31,11,31,6.347894829783485e-05,863.5999755859375,0,0.0,0,684.7000122070312,0,817.10595703125,0,936.7735595703125,0,36.60499954223633,-97.48500061035156,318.0
"('7839420.0',)",1451606400,7839420.0,2016,3,31,17,37,4.2021271462466814e-05,1693.0999755859375,0,0.0,0,1842.0999755859375,0,1863.033447265625,0,1956.6729736328125,0,36.60499954223633,-97.48500061035156,318.0
"('7860540.0',)",1451606400,7860540.0,2016,3,31,23,29,3.039836552476416e-05,3782.39990234375,0,0.0,0,2966.10009765625,0,2301.033203125,0,2719.9462890625,0,36.60499954223633,-97.48500061035156,318.0
"('7881900.0',)",1451606400,7881900.0,2016,4,1,5,25,4.470348271556901e-05,373.1000061035156,0,1.0,0,478.20001220703125,0,367.59375,0,579.7470092773438,0,36.60499954223633,-97.48500061035156,318.0
"('7925760.0',)",1451606400,7925760.0,2016,4,1,17,36,4.559754993582743e-05,1831.5999755859375,0,0.0,0,1781.5999755859375,0,1815.969482421875,0,1920.3197021484375,0,36.60499954223633,-97.48500061035156,318.0
"('7947000.0',)",1451606400,7947000.0,2016,4,1,23,30,2.6822087051403543e-05,3765.300048828125,0,0.0,0,3417.300048828125,0,3506.86083984375,0,3680.28076171875,0,36.60499954223633,-97.48500061035156,318.0
"('7968360.0',)",1451606400,7968360.0,2016,4,2,5,26,4.112720424220839e-05,390.6000061035156,0,1.0,0,368.25,0,345.86175537109375,0,498.5247497558594,0,36.60499954223633,-97.48500061035156,318.0
"('7989960.0',)",1451606400,7989960.0,2016,4,2,11,26,4.1127206640290126e-05,348.8999938964844,0,1.0,0,496.20001220703125,0,347.6226806640625,0,369.972412109375,0,36.60499954223633,-97.48500061035156,318.0
"('8012340.0',)",1451606400,8012340.0,2016,4,2,17,39,3.486871391622515e-05,3206.0,0,0.0,0,2284.39990234375,0,2306.705810546875,0,2380.936767578125,0,36.60499954223633,-97.48500061035156,318.0
"('8033400.0',)",1451606400,8033400.0,2016,4,2,23,30,2.6822087051403543e-05,2874.800048828125,0,0.0,0,2711.5,0,2219.513671875,0,2228.24072265625,0,36.60499954223633,-97.48500061035156,318.0
"('8076720.0',)",1451606400,8076720.0,2016,4,3,11,32,5.9902669524714014e-05,354.70001220703125,0,1.0,0,377.04998779296875,0,512.4751586914062,0,606.8591918945312,0,36.60499954223633,-97.48500061035156,318.0
"('8097960.0',)",1451606400,8097960.0,2016,4,3,17,26,4.112720184412666e-05,2435.800048828125,0,0.0,0,2327.699951171875,0,2350.68212890625,0,2381.991455078125,0,36.60499954223633,-97.48500061035156,318.0
"('8119680.0',)",1451606400,8119680.0,2016,4,3,23,28,3.397464429788499e-05,,2,0.0,0,3555.10009765625,0,1485.29736328125,0,1932.59619140625,0,36.60499954223633,-97.48500061035156,318.0
"('8141460.0',)",1451606400,8141460.0,2016,4,4,5,31,6.347894589975311e-05,416.6000061035156,0,1.0,0,391.5,0,769.3865966796875,0,1025.0504150390625,0,36.60499954223633,-97.48500061035156,318.0
"('8163060.0',)",1451606400,8163060.0,2016,4,4,11,31,6.347894829783485e-05,342.5,0,1.0,0,382.5,0,361.17529296875,0,438.0820007324219,0,36.60499954223633,-97.48500061035156,318.0
"('8184480.0',)",1451606400,8184480.0,2016,4,4,17,28,3.397464429788499e-05,,2,0.0,0,1513.300048828125,0,1684.364013671875,0,1906.50048828125,0,36.60499954223633,-97.48500061035156,318.0
"('8205840.0',)",1451606400,8205840.0,2016,4,4,23,24,4.827975909060811e-05,315.0,1,0.0,0,2060.300048828125,0,1115.4896240234375,0,1524.236572265625,0,36.60499954223633,-97.48500061035156,318.0
"('8227860.0',)",1451606400,8227860.0,2016,4,5,5,31,6.347894589975311e-05,344.8999938964844,0,1.0,0,436.70001220703125,0,476.2937316894531,0,584.5244140625,0,36.60499954223633,-97.48500061035156,318.0
"('8249280.0',)",1451606400,8249280.0,2016,4,5,11,28,3.397464909404846e-05,373.1000061035156,0,1.0,0,523.9000244140625,0,468.0495300292969,0,667.2700805664062,0,36.60499954223633,-97.48500061035156,318.0
"('8270820.0',)",1451606400,8270820.0,2016,4,5,17,27,3.7550923071005826e-05,1134.9000244140625,1,0.0,0,1232.9000244140625,0,2157.703125,0,2648.68505859375,0,36.60499954223633,-97.48500061035156,318.0
"('8292120.0',)",1451606400,8292120.0,2016,4,5,23,22,5.543231648696967e-05,2345.60009765625,1,0.0,0,2084.800048828125,0,2394.471923828125,0,2723.135498046875,0,36.60499954223633,-97.48500061035156,318.0
"('8314200.0',)",1451606400,8314200.0,2016,4,6,5,30,2.6822089449485276e-05,315.0,1,0.0,0,1509.199951171875,0,2095.533203125,0,2961.4453125,0,36.60499954223633,-97.48500061035156,318.0
"('8335860.0',)",1451606400,8335860.0,2016,4,6,11,31,6.347894829783485e-05,458.79998779296875,0,1.0,0,436.0,0,834.501220703125,0,1970.89013671875,0,36.60499954223633,-97.48500061035156,318.0
"('8357100.0',)",1451606400,8357100.0,2016,4,6,17,25,4.4703480317487276e-05,2446.89990234375,0,0.0,0,2400.5,0,2494.6328125,0,2711.4580078125,0,36.60499954223633,-97.48500061035156,318.0
"('8379000.0',)",1451606400,8379000.0,2016,4,6,23,30,2.6822087051403543e-05,2786.10009765625,0,0.0,0,2356.800048828125,0,2618.1708984375,0,2790.293701171875,0,36.60499954223633,-97.48500061035156,318.0
"('8400660.0',)",1451606400,8400660.0,2016,4,7,5,31,6.347894589975311e-05,363.1000061035156,0,1.0,0,363.1000061035156,0,354.6658020019531,0,420.3251647949219,0,36.60499954223633,-97.48500061035156,318.0
"('8422140.0',)",1451606400,8422140.0,2016,4,7,11,29,3.0398370320927626e-05,366.8999938964844,0,1.0,0,493.1000061035156,0,413.7321472167969,0,553.1517944335938,0,36.60499954223633,-97.48500061035156,318.0
"('8443500.0',)",1451606400,8443500.0,2016,4,7,17,25,4.4703480317487276e-05,2276.699951171875,1,0.0,0,2378.0,0,2699.792236328125,0,3009.17041015625,0,36.60499954223633,-97.48500061035156,318.0
"('8465520.0',)",1451606400,8465520.0,2016,4,7,23,32,5.990266472855055e-05,3597.39990234375,0,0.0,0,3480.39990234375,0,3543.062744140625,0,3593.974853515625,0,36.60499954223633,-97.48500061035156,318.0
"('8487120.0',)",1451606400,8487120.0,2016,4,8,5,32,5.990266712663228e-05,344.70001220703125,0,1.0,0,656.7000122070312,0,425.3067626953125,0,658.8971557617188,0,36.60499954223633,-97.48500061035156,318.0
"('8508540.0',)",1451606400,8508540.0,2016,4,8,11,29,3.0398370320927626e-05,344.5,0,1.0,0,1081.4000244140625,0,321.03790283203125,0,327.0758056640625,0,36.60499954223633,-97.48500061035156,318.0
"('8529960.0',)",1451606400,8529960.0,2016,4,8,17,26,4.112720184412666e-05,2356.5,0,0.0,0,1695.4000244140625,0,1688.409423828125,0,1952.04345703125,0,36.60499954223633,-97.48500061035156,318.0
"('8551800.0',)",1451606400,8551800.0,2016,4,8,23,30,2.6822087051403543e-05,4256.7998046875,0,0.0,0,1433.0999755859375,0,1185.02392578125,0,1495.5067138671875,0,36.60499954223633,-97.48500061035156,318.0
"('8573700.0',)",1451606400,8573700.0,2016,4,9,5,35,4.917383110703e-05,367.5,0,1.0,0,405.70001220703125,0,380.82470703125,0,451.15838623046875,0,36.60499954223633,-97.48500061035156,318.0
"('8595000.0',)",1451606400,8595000.0,2016,4,9,11,30,2.682209184756701e-05,406.70001220703125,0,1.0,0,500.29998779296875,0,563.2969360351562,0,599.8436279296875,0,36.60499954223633,-97.48500061035156,318.0
"('8616360.0',)",1451606400,8616360.0,2016,4,9,17,26,4.112720184412666e-05,1311.0999755859375,0,0.0,0,1174.199951171875,0,1277.2452392578125,0,1403.7398681640625,0,36.60499954223633,-97.48500061035156,318.0
"('8638260.0',)",1451606400,8638260.0,2016,4,9,23,31,6.347894350167138e-05,3410.60009765625,1,0.0,0,1130.5999755859375,0,1451.895751953125,0,1660.1060791015625,0,36.60499954223633,-97.48500061035156,318.0
"('8659680.0',)",1451606400,8659680.0,2016,4,10,5,28,3.3974646695966726e-05,1240.300048828125,0,0.0,0,514.5999755859375,0,1241.6373291015625,0,1351.53271484375,0,36.60499954223633,-97.48500061035156,318.0
"('8681460.0',)",1451606400,8681460.0,2016,4,10,11,31,6.347894829783485e-05,1021.4000244140625,0,0.0,0,786.0999755859375,0,1119.79345703125,0,1268.3116455078125,0,36.60499954223633,-97.48500061035156,318.0
"('8703240.0',)",1451606400,8703240.0,2016,4,10,17,34,5.27501074820691e-05,1336.800048828125,0,2.0,0,1336.800048828125,0,1399.8111572265625,0,1514.9644775390625,0,36.60499954223633,-97.48500061035156,318.0
"('8724480.0',)",1451606400,8724480.0,2016,4,10,23,28,3.397464429788499e-05,4101.39990234375,0,1.0,0,444.5,0,1094.8802490234375,0,1562.4481201171875,0,36.60499954223633,-97.48500061035156,318.0
"('8746380.0',)",1451606400,8746380.0,2016,4,11,5,33,5.6326388653271664e-05,454.29998779296875,0,1.0,0,387.8500061035156,0,357.3492736816406,0,386.9342041015625,0,36.60499954223633,-97.48500061035156,318.0
"('8767800.0',)",1451606400,8767800.0,2016,4,11,11,30,2.682209184756701e-05,1046.199951171875,0,0.0,0,587.9000244140625,0,584.998046875,0,711.1793212890625,0,36.60499954223633,-97.48500061035156,318.0
"('8789160.0',)",1451606400,8789160.0,2016,4,11,17,26,4.112720184412666e-05,1299.9000244140625,0,0.0,0,1355.199951171875,0,1457.1156005859375,0,1561.702880859375,0,36.60499954223633,-97.48500061035156,318.0
"('8811000.0',)",1451606400,8811000.0,2016,4,11,23,30,2.6822087051403543e-05,2162.89990234375,0,0.0,0,638.0999755859375,0,854.6222534179688,0,967.5890502929688,0,36.60499954223633,-97.48500061035156,318.0
"('8832900.0',)",1451606400,8832900.0,2016,4,12,5,35,4.917383110703e-05,368.70001220703125,0,1.0,0,428.79998779296875,0,446.8094787597656,0,578.6189575195312,0,36.60499954223633,-97.48500061035156,318.0
"('8854080.0',)",1451606400,8854080.0,2016,4,12,11,28,3.397464909404846e-05,503.3999938964844,0,1.0,0,390.3500061035156,0,453.0104064941406,0,484.69659423828125,0,36.60499954223633,-97.48500061035156,318.0
"('8875560.0',)",1451606400,8875560.0,2016,4,12,17,26,4.112720184412666e-05,1265.5999755859375,0,0.0,0,1409.0,0,936.2017822265625,0,1368.3602294921875,0,36.60499954223633,-97.48500061035156,318.0
"('8897220.0',)",1451606400,8897220.0,2016,4,12,23,27,3.7550923071005826e-05,2873.89990234375,0,0.0,0,1628.9000244140625,0,1579.8634033203125,0,1592.5830078125,0,36.60499954223633,-97.48500061035156,318.0
"('8919000.0',)",1451606400,8919000.0,2016,4,13,5,30,2.6822089449485276e-05,378.1000061035156,0,1.0,0,595.0999755859375,0,435.36700439453125,0,576.4302978515625,0,36.60499954223633,-97.48500061035156,318.0
"('8940660.0',)",1451606400,8940660.0,2016,4,13,11,31,6.347894829783485e-05,412.70001220703125,0,1.0,0,546.2000122070312,0,433.65777587890625,0,639.3817749023438,0,36.60499954223633,-97.48500061035156,318.0
"('8962140.0',)",1451606400,8962140.0,2016,4,13,17,29,3.039836552476416e-05,2919.199951171875,0,0.0,0,1183.300048828125,0,1142.648193359375,0,1194.3961181640625,0,36.60499954223633,-97.48500061035156,318.0
"('8983920.0',)",1451606400,8983920.0,2016,4,13,23,32,5.990266472855055e-05,2914.10009765625,0,0.0,0,1070.9000244140625,0,765.8112182617188,0,808.5534057617188,0,36.60499954223633,-97.48500061035156,318.0
"('9005460.0',)",1451606400,9005460.0,2016,4,14,5,31,6.347894589975311e-05,365.1000061035156,0,1.0,0,450.5,0,387.74951171875,0,493.9955139160156,0,36.60499954223633,-97.48500061035156,318.0
"('9026940.0',)",1451606400,9026940.0,2016,4,14,11,29,3.0398370320927626e-05,363.0,0,1.0,0,385.1499938964844,0,335.2182922363281,0,355.43658447265625,0,36.60499954223633,-97.48500061035156,318.0
"('9048300.0',)",1451606400,9048300.0,2016,4,14,17,25,4.4703480317487276e-05,1507.5,0,0.0,0,1461.800048828125,0,773.4219970703125,0,1231.843994140625,0,36.60499954223633,-97.48500061035156,318.0
"('9070140.0',)",1451606400,9070140.0,2016,4,14,23,29,3.039836552476416e-05,1775.199951171875,0,0.0,0,1731.5999755859375,0,542.089599609375,0,769.17919921875,0,36.60499954223633,-97.48500061035156,318.0
"('9091800.0',)",1451606400,9091800.0,2016,4,15,5,30,2.6822089449485276e-05,362.3999938964844,0,1.0,0,493.70001220703125,0,453.5487365722656,0,614.9330444335938,0,36.60499954223633,-97.48500061035156,318.0
"('9113280.0',)",1451606400,9113280.0,2016,4,15,11,28,3.397464909404846e-05,355.79998779296875,0,1.0,0,533.7999877929688,0,432.6943359375,0,592.5833740234375,0,36.60499954223633,-97.48500061035156,318.0
"('9134700.0',)",1451606400,9134700.0,2016,4,15,17,25,4.4703480317487276e-05,1774.5,0,0.0,0,1676.0999755859375,0,1728.64306640625,0,1745.541015625,0,36.60499954223633,-97.48500061035156,318.0
"('9156600.0',)",1451606400,9156600.0,2016,4,15,23,30,2.6822087051403543e-05,1757.9000244140625,0,0.0,0,1606.199951171875,0,1625.3115234375,0,1672.6202392578125,0,36.60499954223633,-97.48500061035156,318.0
"('9178380.0',)",1451606400,9178380.0,2016,4,16,5,33,5.6326388653271664e-05,433.1000061035156,0,1.0,0,456.8500061035156,0,844.7327880859375,0,1356.555908203125,0,36.60499954223633,-97.48500061035156,318.0
